seed,stimulus,answer,clearData,clearRepresent,complex,confid,confus,crowd,deciph,distinguish,distract,effect,find,identifi,inform,lost,meanElem,meanOveral,messi,obvious,organiz,read,readabl,represent,see,simpl,understandEasi,understandQuick,valu,visibl
10992541274,A,-1,-2,-1,-2,1,-2,0,-2,-2,-2,-1,-2,-1,-1,0,-1,1,-2,-1,-2,0,-2,-2,-2,-2,-1,0,-2,-2
58496600448,A,1,2,1,0,0,0,1,1,-1,0,0,0,-1,1,0,1,-1,0,0,1,0,0,1,1,1,0,-2,0,0
151760776742,A,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3
76328264718,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2866730935,A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
98827644977,A,3,3,3,3,3,2,1,2,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,-2,2,3,3,2,-1
191041482698,A,2,2,2,2,3,2,2,1,1,1,3,1,1,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,1
86411276148,A,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,2
180983375538,A,3,1,1,2,2,2,2,0,3,3,3,1,3,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,1
171265637641,A,3,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,3,1,2
169605574172,A,3,3,3,3,3,3,3,3,2,0,3,2,3,3,3,3,3,0,3,1,3,2,3,1,3,3,3,3,1
130694564547,A,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
71067391417,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
83424390860,A,2,3,3,2,1,3,1,3,3,1,3,3,1,0,3,3,3,2,3,0,3,3,3,0,2,3,3,-2,-1
184753128790,A,2,3,3,-2,3,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
129655752498,A,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3
147762522873,A,3,2,1,2,2,2,2,2,1,2,1,2,3,3,2,3,3,1,3,-1,2,3,3,1,2,2,3,1,2
174265706762,A,2,1,1,-1,1,-2,1,2,2,-3,3,2,-1,3,-2,-2,-1,-2,1,-2,1,-1,-1,2,-2,1,1,1,1
20448260939,A,3,2,1,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,0,2,2,3,3,2,3,3,2,2
146358507146,A,2,2,2,2,3,2,3,2,-1,1,3,2,2,2,3,1,3,3,1,2,2,2,2,-1,3,2,3,1,2
164631234986,A,2,2,1,2,3,2,1,1,2,2,1,2,2,0,2,2,3,2,3,-1,2,2,2,2,3,2,3,1,1
51037473113,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
23342518950,A,2,1,-1,2,2,1,2,1,2,0,1,-1,1,1,-1,2,2,-1,2,-1,1,2,2,-1,2,1,2,2,1
83324520072,A,3,1,2,2,2,-1,3,2,2,2,0,-2,3,2,3,2,3,3,2,2,-1,2,2,0,3,3,2,-2,0
46389188461,A,2,2,2,2,2,2,2,0,3,1,0,0,3,3,1,-1,1,3,1,1,3,2,0,0,2,2,1,0,-1
82970088716,A,2,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2
81338034250,A,,2,0,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,1,2,2,1,-1,2
11130605138,A,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
190652456247,A,0,1,1,0,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,2,1,1,1,-1,1,2,2,-1,1
84090179890,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
52539681471,A,3,3,2,3,3,3,3,3,2,3,1,3,3,3,3,3,3,2,3,1,3,3,3,1,2,3,3,2,1
71899473473,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2
38828401846,A,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
121430265812,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2
159544556838,A,2,2,2,2,2,3,2,-3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3
181461847557,A,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0,2
205166435731,A,3,3,3,3,3,3,2,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3
62294054767,A,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,2,3
45412967518,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
136095138327,A,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,-1,1
86650440917,A,3,3,3,3,3,2,3,3,1,3,3,1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,1,-3,3
8948617339,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
167154710261,A,2,2,2,2,3,2,1,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2
41188536453,A,1,0,2,2,2,2,2,-1,2,0,-1,2,2,2,2,2,2,2,2,-1,0,1,2,2,-1,2,2,-1,2
92938802573,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
121759004973,A,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2
111133622658,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
38512527464,A,1,-1,0,-1,2,-1,1,-1,2,2,1,0,1,1,-1,1,1,-2,1,-1,1,0,1,0,1,1,0,-1,0
129914865523,A,2,2,2,3,3,3,3,2,2,3,2,0,2,2,3,3,3,3,3,3,2,2,2,1,3,3,3,1,2
135753642849,A,2,2,2,3,3,3,2,3,0,2,3,3,3,3,2,3,2,2,3,3,2,2,2,1,3,3,3,3,1
191579094074,A,1,1,1,0,1,0,-1,1,1,-1,-1,0,0,0,0,1,1,0,2,-1,1,1,1,0,1,1,1,1,-1
106931913042,A,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
151987471753,A,0,2,2,3,3,0,2,0,3,2,3,2,2,1,0,2,2,-1,2,-1,-1,2,0,2,-1,2,1,2,1
43548823198,A,3,3,3,3,3,3,3,3,0,3,2,3,3,3,3,2,3,3,3,3,3,3,3,0,3,3,3,1,0
16138750986,A,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,3,3,1,2,3,2,3,1
197762655075,A,2,2,1,1,3,3,2,1,3,1,2,2,2,2,2,3,3,1,3,1,2,3,2,1,1,2,2,-1,2
86716435424,A,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3
27152188637,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
143504051359,A,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
12552524499,A,1,2,2,1,2,0,2,1,3,3,1,1,3,2,2,2,2,-1,2,-1,1,2,2,1,1,2,2,1,2
27396734197,A,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2
194778084894,A,3,3,3,3,3,3,3,-3,3,3,2,3,3,3,-3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
184246008583,A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
65252230763,A,3,2,3,3,3,2,2,-2,,2,2,,3,2,3,3,3,2,2,2,3,3,2,,2,3,3,1,
21127285659,A,3,2,2,2,1,2,2,2,-1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,3,-2,3
20049586815,A,3,2,2,2,3,3,2,3,1,3,3,2,2,2,2,3,3,3,3,2,2,2,3,1,2,3,2,1,2
178009918584,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
181623440872,A,0,1,1,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,-1,1,1,2,-1,0
205253709991,A,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2
25933582762,A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
146838975958,A,2,-1,-1,1,2,-2,2,-1,2,-1,-2,2,2,1,1,2,2,-3,2,-3,2,1,1,2,1,2,1,-3,2
11803077331,A,3,2,2,2,3,3,2,2,2,3,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,3,3,1,2
16487403363,A,2,2,2,3,3,2,2,2,-3,2,2,2,2,0,2,2,3,2,2,2,3,3,2,-3,2,3,3,-1,-2
126654513054,A,3,3,3,-3,2,3,3,-2,2,2,1,1,2,1,-2,3,3,-2,2,3,3,2,2,-2,3,2,2,1,-2
42637673574,A,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2
9660952089,A,2,-2,1,-1,2,-1,1,-1,-3,-1,-2,-1,-1,-2,-1,-2,0,1,2,-2,2,2,-1,0,-1,2,2,1,0
147744487122,A,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2
64689547471,A,3,2,2,2,3,2,3,1,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,3,2,2
95480211187,A,2,3,2,3,3,3,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2
52756171185,A,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2
133869746488,B,2,2,2,2,2,2,1,2,1,-1,2,1,2,2,2,2,2,0,2,2,3,2,2,2,2,2,2,2,2
157345734412,B,3,0,1,2,2,3,-1,2,0,-2,1,0,0,0,3,3,2,0,2,1,2,1,2,-1,1,2,1,0,-1
104157149082,B,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,-1,2,1,2,2,2,2,1,2,1,2,2
189652423712,B,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3
206886381024,B,1,2,2,2,3,2,2,2,2,2,2,1,2,1,3,2,2,1,2,2,1,2,2,3,1,2,2,2,2
129052474243,B,2,2,2,3,2,2,3,2,3,3,3,2,2,1,2,2,2,3,3,2,2,2,2,1,2,2,2,2,1
81057290890,B,2,2,2,3,2,2,3,2,2,,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2
107898571328,B,3,3,2,1,3,2,-1,3,3,-1,3,3,3,3,3,3,3,1,3,2,3,3,3,3,2,3,3,3,3
55484408099,B,2,2,2,3,3,3,2,2,1,-1,2,3,3,2,2,1,1,2,3,2,3,3,3,3,3,3,3,3,2
76500167435,B,2,2,2,1,2,2,3,3,3,3,3,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,3,2
19323090486,B,3,2,2,3,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,2,2,2,3,3,2,3,3,3,2
189277176263,B,2,3,3,3,3,3,3,,2,3,3,2,3,2,3,3,3,3,3,3,3,,3,3,3,3,3,2,3
77058477953,B,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2
81225666642,B,3,2,2,1,2,0,-1,1,1,2,2,1,2,1,2,2,2,0,2,0,2,1,2,2,1,2,2,2,2
101349025877,B,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2,2
185367058158,B,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,0
46339118730,B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2
46822038110,B,1,0,0,-1,2,-1,-3,-2,-2,-3,-2,-1,1,1,-2,1,1,-3,2,1,1,1,0,1,0,0,-2,1,1
214368093286,B,0,2,1,1,2,0,-3,-1,2,1,3,2,3,2,-2,2,0,1,2,0,2,2,2,3,2,1,1,0,-1
128264171511,B,3,2,2,1,2,2,0,2,2,-1,2,3,3,2,2,3,3,1,2,1,2,2,2,2,2,2,2,3,2
12132080221,B,3,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,1
67504906537,B,3,2,2,2,2,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,3,2,2,2,3,3
6119039027,B,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,3,3,3,2
137893665688,B,3,2,2,2,3,2,2,2,2,-1,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2
48228142038,B,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
122210741923,B,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,2,2
101230795699,B,3,3,2,3,3,3,0,3,3,0,3,3,3,3,2,3,2,1,3,1,3,2,3,3,2,3,3,3,3
15523031273,B,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3
80696108463,B,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2
167205700754,B,3,2,3,2,3,2,3,3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,3,2,2,2,2,1,1
190596805886,B,3,1,2,1,3,2,1,2,-1,-1,2,1,2,1,1,1,2,0,2,3,1,2,2,-2,1,1,1,2,-2
100853815681,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
171177409661,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
187195858288,B,3,2,1,2,2,2,1,0,1,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,1,2,2
184036829110,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
165720578132,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
189503546915,B,3,3,2,2,3,2,3,2,3,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2
28768885367,B,3,2,2,2,3,3,3,3,3,-2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,3,3,3,2,2
66134848189,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9513123326,B,3,3,3,3,3,3,2,2,1,3,3,1,3,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,2
177086190072,B,2,1,1,2,2,2,2,2,1,-1,2,2,2,2,2,2,2,0,2,1,2,3,2,2,2,2,2,1,2
100701012419,B,2,2,3,2,2,1,2,2,3,1,2,1,1,2,2,2,3,0,2,3,2,2,2,2,2,2,1,2,2
182792039573,B,2,1,1,1,2,1,-1,-1,1,2,0,1,1,1,1,2,2,-1,2,0,1,1,2,1,-1,2,2,1,1
21506197089,B,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
89712394864,B,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
116416022414,B,3,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2
210671810642,B,2,1,1,1,2,2,1,2,-1,0,1,2,1,2,2,1,2,0,1,0,2,1,2,3,1,2,2,1,2
163925888420,B,2,-2,0,1,2,2,-2,-1,-2,-1,0,1,0,-2,-1,-1,2,-2,2,1,-1,0,2,-2,-1,1,2,2,-1
193412032444,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16887907285,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
15463988129,B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
118647235760,B,2,-1,-1,2,2,3,2,-1,1,3,2,2,2,1,3,3,3,-1,2,3,2,3,3,3,1,3,3,2,3
138888324589,B,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,3,2,3,3,2
185627012333,B,3,3,3,1,2,1,-1,0,3,-1,3,2,3,2,2,3,3,1,2,2,2,2,2,0,1,3,2,1,3
118777327867,B,1,1,1,0,3,1,-2,-1,-1,0,2,-1,2,1,2,2,2,-1,2,1,2,1,2,2,1,2,2,-1,2
45038440130,B,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
67697422254,B,3,2,2,2,3,2,2,3,3,3,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,2,3,3,2
57811055551,B,3,3,3,2,3,3,3,2,2,3,3,1,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,2,3
192281098887,B,3,2,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2
141725854518,B,2,3,3,3,3,3,1,3,3,3,3,1,2,3,3,2,3,2,2,2,2,3,3,3,2,3,2,1,-1
64143582547,B,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2,3,1,3,3,3,3,3,2,2,3,2,3,2
177291892534,B,3,2,3,3,3,3,1,3,2,3,2,2,2,1,3,3,2,3,3,2,2,2,3,2,2,3,3,2,3
20135596737,B,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,1,3
141154526526,B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
148921138064,B,2,-1,0,0,2,-2,-2,-2,-1,-2,1,-1,2,1,-1,2,2,-3,2,-2,-1,0,0,2,-2,0,-1,2,2
102498010784,B,3,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
131680749427,B,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23275723991,B,2,1,1,3,1,0,1,3,2,-2,1,2,2,2,2,1,1,-1,2,2,2,2,1,-1,3,2,2,3,-1
207418288424,B,3,2,2,2,3,2,-1,3,3,-1,2,2,3,3,3,3,3,-1,2,3,2,2,3,2,2,2,2,2,2
129920351336,B,2,2,2,3,2,1,1,2,3,2,2,2,3,2,2,2,2,1,1,3,3,3,3,2,2,3,2,2,2
19759679496,B,3,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100713268932,B,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2
172066233354,B,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,1,2,1,2,1,2,1,2,2,2,2,1
131006381767,B,2,3,3,3,3,3,2,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2
96823845985,B,3,2,2,3,3,1,2,1,1,1,2,1,1,2,3,3,3,3,3,2,2,3,3,3,2,3,2,1,3
167421828915,B,2,2,2,1,3,2,2,2,3,2,2,3,2,3,3,3,3,1,2,2,2,3,2,2,2,3,3,3,2
103668977371,B,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,3,3,2,3,2,2,2,3,3,2,3,3,3,3
30772539110,B,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
122280904922,B,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
92215466212,B,2,3,3,2,3,3,2,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,3,2,2
88323553411,B,2,2,2,1,2,2,-1,1,0,-1,1,2,3,3,-1,2,2,-1,2,1,2,2,2,3,1,2,3,2,2
187087984620,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
180734416136,B,3,2,1,-1,2,2,1,2,2,2,2,2,2,2,1,3,3,1,3,2,2,2,2,2,2,3,3,3,2
81734916961,B,3,2,2,2,3,2,1,2,2,1,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,3
32278762349,B,3,3,2,3,3,3,3,2,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
48943600257,B,3,3,3,2,3,3,2,-2,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,1,3,3,2,2,1
124338902956,B,2,1,2,3,3,3,-1,2,1,-1,2,1,2,2,2,3,3,-1,3,3,2,1,2,2,1,2,1,2,2
39758973213,B,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
180035763391,B,2,2,2,2,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
112760162040,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
74088896113,B,2,2,2,2,3,2,0,2,0,-1,2,1,2,1,1,2,3,-1,3,-1,1,1,3,2,1,3,2,2,2
72554950946,B,1,1,1,1,3,-1,-2,0,-2,-1,1,1,0,-1,-1,2,2,-1,3,-1,0,0,1,1,-1,1,1,3,-2
96642398920,B,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,0
38118990963,B,3,2,3,2,3,2,1,1,2,-1,2,3,3,2,2,3,3,2,3,2,2,1,3,2,1,3,3,2,2
139275759266,B,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
20328786422,B,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,2,1
212664054634,B,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,1,2,1
14833158032,B,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
183730350240,B,3,2,3,3,3,3,3,3,2,3,3,1,2,2,2,3,3,3,3,2,3,3,3,1,3,2,2,2,1
204683978581,B,3,2,1,2,3,1,-2,2,2,-1,1,2,2,1,2,2,3,-2,2,1,2,3,2,1,2,2,1,3,2
1269563484,B,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
74837799142,B,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
46351331859,B,2,2,3,3,3,2,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2
168441084996,B,3,3,3,1,2,2,-1,1,2,1,2,2,3,3,2,2,2,2,3,0,3,3,3,3,2,2,3,3,2
84115484444,B,2,1,1,1,2,3,1,2,1,2,1,3,2,2,2,3,3,1,2,1,2,2,3,2,1,2,1,3,1
31536610718,B,2,1,2,3,2,2,1,1,3,1,2,2,1,2,1,2,1,0,2,1,2,3,2,1,2,2,2,2,2
200316943497,B,3,3,3,3,3,3,3,3,3,1,3,3,3,3,-3,3,3,-3,3,3,3,3,3,3,3,3,2,3,3
63496239890,B,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1
145380119336,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100945323483,B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
198870897846,B,3,2,2,3,3,3,2,3,3,1,3,2,3,3,2,3,3,1,3,2,2,3,3,2,3,3,3,3,2
24683834146,B,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1
139688698015,B,2,3,2,2,3,2,1,1,2,0,1,1,1,2,3,2,2,1,3,3,2,1,1,2,2,2,2,3,1
89116408310,B,2,2,2,1,3,2,2,1,2,-1,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,2,2,2,2
64670888860,B,2,1,2,2,1,2,-2,2,3,3,2,2,2,1,3,0,3,1,2,1,1,2,1,3,1,1,1,3,2
136307407642,B,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3
21040113386,B,2,2,1,-1,1,2,-2,2,-1,2,1,2,1,-1,-1,1,1,-2,-1,-1,1,1,-1,2,1,1,1,2,1
3562433027,B,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1
189655798471,B,3,3,2,3,3,3,2,1,3,1,3,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3
167001342873,B,2,2,2,1,2,2,2,2,-1,-1,2,-1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,1,2
157123084222,B,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,-1,3,3,3,2,3,2,2,3,2,3,2
119181100519,B,3,3,3,3,3,2,3,2,2,1,2,3,3,3,1,3,3,1,3,3,3,3,3,1,2,3,3,3,2
66266250268,B,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2
185411918553,B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
176598704884,B,2,2,2,2,2,2,2,2,2,-1,2,1,2,2,-1,2,2,2,3,2,2,2,2,2,2,2,3,3,2
165630194937,B,2,2,2,2,2,2,-1,1,2,-1,1,0,2,3,2,0,2,2,2,2,3,2,2,0,1,2,3,3,2
10721118158,B,2,2,2,2,2,2,-1,1,2,-1,2,2,2,2,1,2,2,-1,2,2,1,2,2,2,1,2,1,2,2
209610811232,B,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
73306130032,B,2,2,1,2,2,2,0,2,1,0,2,1,2,2,1,2,3,1,2,1,2,2,2,2,1,2,2,1,2
