,Unnamed: 0,keep,S_Index,ID,Statement,Splitted propositions,Key_expressions,Subject,Subject_quality,Verb,Verb_quality,Object,Object_quality,Complement,Action_quality-Rewritten,Tokens_Subject,Tokens_Subject_quality,Tokens_Verb,Tokens_Verb_quality,Tokens_Object,Tokens_Object_quality,CONCEPT_Subject,CONCEPT_Subject_quality,CONCEPT_Verb,CONCEPT_Verb_quality,CONCEPT_Object,CONCEPT_Object_quality
92,93,True,81,592571633,This visualization is intuitive and I can learn from it quickly,This visualization is intuitive,intuitive;,visualization,intuitive,be,,,,,,['visualization'],['intuitive'],['be'],,,,['VISUALIZATION'],['INTUITIVE'],['STATE'],,,
93,94,True,81,592571633,This visualization is intuitive and I can learn from it quickly,I can learn from it quickly,learn quickly from,viewer,able,learn,quickly,,,from visualization,,['viewer'],['able'],['learn'],['quickly'],,,['READER'],['SUPPORT'],['LEARN'],['TIME'],,
94,95,True,82,1163817576,(this visualization) clearly show all major patterns,,show clearly; major patterns,visualization,,show,clearly,all major patterns,,,,['visualization'],,['show'],['clearly'],"['major', 'patterns']",,['VISUALIZATION'],,['SHOW'],['CLARITY'],"['KEY', 'DATA FEATURES']",
95,96,True,83,1163817576,(this visualization has low) [less] visual clutter,,clutter,visualization,,have,,visual clutter,low,,,['visualization'],,['stpwrd'],,"['visual', 'clutter']",['low'],['VISUALIZATION'],,[],,"['VISUAL', 'CLUTTER']",['LOW']
96,97,True,84,1163817576,(this visualization has a) good balance in overview and detail,,overview; details,visualization,,have,,overview details balance,good,,,['visualization'],,['stpwrd'],,"['overview', 'details', 'balance']",['good'],['VISUALIZATION'],,[],,"['OVERVIEW', 'DETAILS', 'BALANCE']",['GOOD']
97,98,True,85,591791231,The present visualization provides sufficient details of the data,,details; sufficient,visualization,,provides,,data details,sufficient,,,['visualization'],,['provides'],,"['data', 'details']",['sufficient'],['VISUALIZATION'],,['SHOW'],,"['DATA', 'DETAILS']",['ENOUGH']
98,99,True,86,591791231,"The present visualization helps me answer questions, make decisions, and see patterns in data",The present visualization helps me,help;,visualization,,help,,viewer,,answer questions; make decisions; see patterns in data,,['visualization'],,['help'],,['viewer'],,['VISUALIZATION'],,['SUPPORT'],,['READER'],
99,100,True,86,591791231,"The present visualization helps me answer questions, make decisions, and see patterns in data",helps me answer questions,answer; questions,viewer,able,answer,,questions,,,,['viewer'],['able'],['answer'],,['questions'],,['READER'],['SUPPORT'],['REASON'],,['GOAL'],
100,101,True,86,591791231,"The present visualization helps me answer questions, make decisions, and see patterns in data",helps me make decisions,decisions,viewer,able,make,,decisions,,,,['viewer'],['able'],['make'],,['decisions'],,['READER'],['SUPPORT'],['ACHIEVE'],,['GOAL'],
101,102,True,86,591791231,"The present visualization helps me answer questions, make decisions, and see patterns in data",helps me see patterns in data,patterns,viewer,able,see,,patterns,,in data,,['viewer'],['able'],['see'],,['patterns'],,['READER'],['SUPPORT'],['VIEW'],,['DATA FEATURES'],
102,103,True,87,591791231,The present visualization is visually pleasing and easy to understand,The present visualization is visually pleasing,pleasing;,visualization,visually pleasing,be,,,,,,['visualization'],"['visually', 'pleasing']",['be'],,,,['VISUALIZATION'],"['VISUAL', 'AESTHETICS']",['STATE'],,,
103,104,True,87,591791231,The present visualization is visually pleasing and easy to understand,The present visualization is easy to understand,easy; understand,visualization,easy to understand,be,,,,,,['visualization'],"['easy', 'understand']",['be'],,,,['VISUALIZATION'],"['EASINESS', 'UNDERSTAND']",['STATE'],,,
104,105,True,88,838199650,The visual representation is easy to read,,easy; read,visualization,easy to read,be,,,,,,['visualization'],"['easy', 'read']",['be'],,,,['VISUALIZATION'],"['EASINESS', 'READ']",['STATE'],,,
105,106,True,89,838199650,Relevant information can be extracted easily from the visual representation,,extract easily; information,viewer,able,extract,easily,information,,from visual representation,,['viewer'],['able'],['extract'],['easily'],['information'],,['READER'],['SUPPORT'],['QUERY'],['EASINESS'],['INFORMATION'],
106,107,True,90,838199650,All necessary information is identifiable in the visual representation,,necessary information; identifiable,information,all; necessary; identifiable,be,,,,in visual representation,,['information'],"['necessary', 'identifiable']",['be'],,,,['INFORMATION'],"['KEY', 'UNDERSTAND']",['STATE'],,,
107,111,True,94,510488677,Would you say this graphic has a clear entry point for understanding the data it presents?,Would you say this graphic has a clear entry point for understanding,clear entry point; understand,graphic,understand,have,,entry point,clear,for understanding,,['graphic'],['understand'],['stpwrd'],,"['entry', 'point']",['clear'],['VISUALIZATION'],['UNDERSTAND'],[],,"['GUIDANCE', 'GUIDANCE']",['CLARITY']
108,113,True,95,510488677,Would you say this graphic has a clear reading direction (visual hierarchy)?,,reading direction; reading direction; visual hierarchy,graphic,,have,,reading direction; visual hierarchy,,,,['graphic'],,['stpwrd'],,"['reading', 'direction', 'visual', 'hierarchy']",,['VISUALIZATION'],,[],,"['READ', 'GUIDANCE', 'VISUAL', 'ENCODINGS']",
109,114,True,96,510488677,Would you say the shapes (visual marks) are meaningful in this graphic?,,shapes; visual marks; meaningful,shapes; visual marks,meaningful,be,,,,,,"['shapes', 'visual', 'marks']",['meaningful'],['be'],,,,"['ENCODINGS', 'VISUAL', 'ENCODINGS']",['MEANING'],['STATE'],,,
110,115,True,97,510488677,Would you say the colors (visual variables) are meaningful in this graphic?,,colors; visual variables; meaningful,colors; visual variables,meaningful,be,,,,,,"['colors', 'visual', 'variables']",['meaningful'],['be'],,,,"['ENCODINGS', 'VISUAL', 'ENCODINGS']",['MEANING'],['STATE'],,,
111,116,True,98,510488677,Would you say the presentation of information is clear in this graphic?,,presentation of information; clear,presentation of information,clear,be,,,,,,"['presentation', 'information']",['clear'],['be'],,,,"['ENCODINGS', 'INFORMATION']",['CLARITY'],['STATE'],,,
112,117,True,99,1033383115,I understand the data to  color mapping.,,understand; mapping; color,viewer,,understand,,mapping,data to color,,,['viewer'],,['understand'],,['mapping'],"['data', 'color']",['READER'],,['UNDERSTAND'],,['ENCODINGS'],"['DATA', 'ENCODINGS']"
113,118,True,100,1033383115,The spatial arrangement of the visualization supports my understanding  of the data.,,spatial arrangement; support; understanding,spatial arrangement,,support,,understanding,of data,,,"['spatial', 'arrangement']",,['support'],,['understanding'],['data'],"['ENCODINGS', 'ENCODINGS']",,['SUPPORT'],,['UNDERSTAND'],['DATA']
114,119,True,101,1033383115,I can process the data elements quickly to form an overview of the result.,I can process the data elements quickly,quickly process; data elements;,viewer,able,process,quickly,data elements,,to form an overview,,['viewer'],['able'],['process'],['quickly'],"['data', 'elements']",,['READER'],['SUPPORT'],['REASON'],['TIME'],"['DATA', 'VIS ELEMENTS']",
115,120,True,101,1033383115,I can process the data elements quickly to form an overview of the result.,form an overview of the result.,results overview; form;,viewer,able,form,,overview,of results,from data elements,,['viewer'],['able'],['form'],,['overview'],['results'],['READER'],['SUPPORT'],['REASON'],,['OVERVIEW'],['CONCLUSION']
116,121,True,102,1033383115,I understand the meaning behind all of the visual components of the image.,,understand; meaning; visual components,viewer,,understand,,visual components meaning,all; of the image,of the image,,['viewer'],,['understand'],,"['visual', 'components', 'meaning']",['image'],['READER'],,['UNDERSTAND'],,"['VISUAL', 'VIS ELEMENTS', 'TAKEAWAY']",['VISUALIZATION']
117,122,True,103,2069127974,I understand the encoding of the data,,understand; encoding,viewer,,understand,,data encoding,,,,['viewer'],,['understand'],,"['data', 'encoding']",,['READER'],,['UNDERSTAND'],,"['DATA', 'ENCODINGS']",
118,123,True,104,2069127974,I can recognize main characteristics of the data,,recognize; data characteristics; main,viewer,able,recognize,,data characteristics,main,,,['viewer'],['able'],['recognize'],,"['data', 'characteristics']",['main'],['READER'],['SUPPORT'],['QUERY'],,"['DATA', 'DATA FEATURES']",['KEY']
119,124,True,105,2069127974,I find it difficult to extract concrete data values,,extract; data values; concrete; difficult,viewer,,extract,difficult,data values,concrete,,,['viewer'],,['extract'],['difficult'],"['data', 'values']",['concrete'],['READER'],,['QUERY'],['EASINESS'],"['DATA', 'INFORMATION']",['SPECIFIC']
120,125,True,106,121698407,The visualisation clearly tells me what I need to know.,,clearly tells; needs to know,visualization,,tells,clearly,what,viewer needs to know,,,['visualization'],,['tells'],['clearly'],['stpwrd'],"['viewer', 'needs', 'know']",['VISUALIZATION'],,['CONVEY'],['CLARITY'],[],"['READER', 'RELEVANT', 'INFORMATION']"
121,126,True,107,121698407,The visualisation summarises what I need to know in a clear and informative way.,,clearly summarize; informative; needs to know,visualization,,summarize,clearly; informative,what,viewer needs to know,,,['visualization'],,['summarize'],"['clearly', 'informative']",['stpwrd'],"['viewer', 'needs', 'know']",['VISUALIZATION'],,['VERBALIZE'],"['CLARITY', 'INFORMATIVE']",[],"['READER', 'RELEVANT', 'INFORMATION']"
122,127,True,108,121698407,It is easy to read what I need to know from the visualisation.,,easily read; needs to know,viewer,,read,easily,what,viewer needs to know,from visualization,,['viewer'],,['read'],['easily'],['stpwrd'],"['viewer', 'needs', 'know']",['READER'],,['READ'],['EASINESS'],[],"['READER', 'RELEVANT', 'INFORMATION']"
123,128,True,109,451138272,It is easy to see the main data trend in this visualization.,,easily see; data trend,viewer,,see,easily,data trend,main,in visualization,,['viewer'],,['see'],['easily'],"['data', 'trend']",['main'],['READER'],,['VIEW'],['EASINESS'],"['DATA', 'DATA FEATURES']",['KEY']
124,129,True,110,451138272,It is easy to identify relevant outliers in this visualization.,,easily identify; relevant; outliers,viewer,,identify,easily,outliers,relevant,in visualization,,['viewer'],,['identify'],['easily'],['outliers'],['relevant'],['READER'],,['QUERY'],['EASINESS'],['DATA FEATURES'],['RELEVANT']
125,130,True,111,451138272,"It is easy to answer question ""Which of the <xxx> is <yyy>iest?"", given this visualization. ",,easily; answer; question,viewer,,answer,easily,question,,given visualization,,['viewer'],,['answer'],['easily'],['question'],,['READER'],,['REASON'],['EASINESS'],['GOAL'],
126,131,True,112,276369984,Can you comprehend the information from the shown visualization?,,comprehend; information,viewer,able,comprehend,,information,,from visualization,,['viewer'],['able'],['comprehend'],,['information'],,['READER'],['SUPPORT'],['UNDERSTAND'],,['INFORMATION'],
127,132,True,113,276369984,"Can you read the caption, legend ad relate those while extracting the insight from the shown visualization?","Can you read the caption, legend and relate those ",read; relate; caption; legend,viewer,able,read; relate,,caption; legend,,while extracting insight,,['viewer'],['able'],"['read', 'relate']",,"['caption', 'legend']",,['READER'],['SUPPORT'],"['READ', 'UNDERSTAND']",,"['REFERENCE STRUCTURES', 'REFERENCE STRUCTURES']",
128,133,True,113,276369984,"Can you read the caption, legend ad relate those while extracting the insight from the shown visualization?",while extracting the insight from the shown visualization?,extract; insight,viewer,,extract,,insight,,from visualization,,['viewer'],,['extract'],,['insight'],,['READER'],,['QUERY'],,['TAKEAWAY'],
129,134,True,114,276369984,Can you iterate the  extracted insight from the shown visualization in one sentence and timely manner?,,iterate; timely; one sentence; insight,viewer,able,iterate,in one sentence; in timely manner,extracted insight,,from visualization,,['viewer'],['able'],['iterate'],"['one', 'sentence', 'timely', 'manner']","['extracted', 'insight']",,['READER'],['SUPPORT'],['VERBALIZE'],"['CONCISELY', 'CONCISELY', 'TIME', 'TIME']","['REASON', 'TAKEAWAY']",
130,135,True,115,276369984,You can easily describe what information you learnt from the shown visualization.,,easily describe; information; learned,viewer,able,describe,easily,information,learned,from visualization,,['viewer'],['able'],['describe'],['easily'],['information'],['learned'],['READER'],['SUPPORT'],['VERBALIZE'],['EASINESS'],['INFORMATION'],['LEARN']
131,136,True,116,1647463245,I understand the message the visualization communicates.,,understand; message; communicated,viewer,,understand,,message,communicated,by visualization,,['viewer'],,['understand'],,['message'],['communicated'],['READER'],,['UNDERSTAND'],,['TAKEAWAY'],['LEARN']
132,137,True,117,1647463245,It is easy to find relevant patterns in the data.,,find easily; patterns; relevant,viewer,,find,easily,patterns,relevant,,,['viewer'],,['find'],['easily'],['patterns'],['relevant'],['READER'],,['SEARCH'],['EASINESS'],['DATA FEATURES'],['RELEVANT']
133,138,True,118,1647463245,I could use this visualization to communicate patterns in the data to others.,,communicate; patterns; others,viewer,able,communicate,using visualization,patterns; to others,in data,,,['viewer'],['able'],['communicate'],"['using', 'visualization']","['patterns', 'others']",['data'],['READER'],['SUPPORT'],['VERBALIZE'],"['USE', 'VISUALIZATION']","['DATA FEATURES', 'OTHER PEOPLE']",['DATA']
134,139,True,119,1647463245,I can infer relevant relationships in the data from the visualization.,,infer; relevant relationships,viewer,able,infer,,relationships,relevant; in data,from visualization,,['viewer'],['able'],['infer'],,['relationships'],"['relevant', 'data']",['READER'],['SUPPORT'],['REASON'],,['DATA FEATURES'],"['RELEVANT', 'DATA']"
135,140,True,120,1647463245,The visualization presents the data clearly.,,present clearly,visualization,,present,clearly,data,,,,['visualization'],,['present'],['clearly'],['data'],,['VISUALIZATION'],,['CONVEY'],['CLARITY'],['DATA'],
136,141,True,121,1658859505,The visualization is readable,,readable,visualization,readable,be,,,,,,['visualization'],['readable'],['be'],,,,['VISUALIZATION'],['READ'],['STATE'],,,
137,142,True,122,1658859505,The visualization is easy to understand,,easy; understand,visualization,easy to understand,be,,,,,,['visualization'],"['easy', 'understand']",['be'],,,,['VISUALIZATION'],"['EASINESS', 'UNDERSTAND']",['STATE'],,,
138,143,True,123,1658859505,I understand what the visualization wants to convey,,understand; conveys,viewer,,understand,,what,visualization conveys,,,['viewer'],,['understand'],,['stpwrd'],"['visualization', 'conveys']",['READER'],,['UNDERSTAND'],,[],"['VISUALIZATION', 'CONVEY']"
139,144,True,124,1658859505,The visualization makes it easy to understand the data,,make easy; understand,visualization,,make,,understand data,easy,,,['visualization'],,['make'],,"['understand', 'data']",['easy'],['VISUALIZATION'],,['ACHIEVE'],,"['UNDERSTAND', 'DATA']",['EASINESS']
140,145,True,125,1527407916,"I can easily interpret what the visual items (lines, colors, shapes, etc.) represent",,interpret; represent; visual items; lines; colors; shapes,viewer,able,interpret,,what,represent; visual items; lines; colors; shapes,,,['viewer'],['able'],['interpret'],,['stpwrd'],"['represent', 'visual', 'items', 'lines', 'colors', 'shapes']",['READER'],['SUPPORT'],['UNDERSTAND'],,[],"['MEANING', 'VISUAL', 'ENCODINGS', 'ENCODINGS', 'ENCODINGS', 'ENCODINGS']"
141,146,True,126,1527407916,I can easily interpret the overall meaning or message of the visualization,,interpret; meaning; message; overall,viewer,able,interpret,,meaning; message,overall; of visualization,,,['viewer'],['able'],['interpret'],,"['meaning', 'message']","['overall', 'visualization']",['READER'],['SUPPORT'],['UNDERSTAND'],,"['TAKEAWAY', 'TAKEAWAY']","['OVERVIEW', 'VISUALIZATION']"
142,147,True,127,1527407916,I find the visualization confusing to understand,,confusing; understand,visualization,confusing,be,,to understand,,I find,,['visualization'],['confusing'],['be'],,['understand'],,['VISUALIZATION'],['CLARITY'],['STATE'],,['UNDERSTAND'],
143,148,True,128,1527407916,I know exactly what the visualization is trying to communicate,,know exactly; communicate,viewer,,know,exactly,what,visualization try to communicate,,,['viewer'],,['know'],['exactly'],['stpwrd'],"['visualization', 'try', 'communicate']",['READER'],,['KNOW'],['ACCURATE'],[],"['VISUALIZATION', 'TRY', 'CONVEY']"
144,149,True,129,942263669,I can easily understand how the underlying data is encoded in this graph.,,easily understand; how; encoded data,viewer,able,understand,easily,how,data is encoded,in graph,,['viewer'],['able'],['understand'],['easily'],['stpwrd'],"['data', 'encoded']",['READER'],['SUPPORT'],['UNDERSTAND'],['EASINESS'],[],"['DATA', 'ENCODINGS']"
145,150,True,130,942263669,There are some parts of the visualization that are difficult to interpret.,,some parts; difficult; interpret,some parts of visualization,difficult to interpret,be,,,,,,"['parts', 'visualization']","['difficult', 'interpret']",['be'],,,,"['VIS ELEMENTS', 'VISUALIZATION']","['EASINESS', 'UNDERSTAND']",['STATE'],,,
146,151,True,131,942263669,I can think of things I would want to change about how the data is visually represented in this graph.,,data; visually represented,viewer,want to,change,,how,data is visually represented,I think,,['viewer'],['want'],['change'],,['stpwrd'],"['data', 'visually', 'represented']",['READER'],['WANT'],['CHANGE'],,[],"['DATA', 'VISUAL', 'SHOW']"
