seed,Answers_count,submitdate,lastpage,Age,Gender,Education,English_primary,English_fluent,refurl,colorDeficiency,colorDeficiency_comment_,rand,ATaskRV,ATaskFE,ATaskTopic,answerA,answerA_other_,attentionCheckA,clearDataA,clearDataA_other_,clearRepresentA,clearRepresentA_other_,crowdA,complexA,confidA,confusA,messiA,deciphA,distinguishA,distinguishA_other_,distractA,effectA,effectA_other_,findA,findA_other_,identifiA,identifiA_other_,informA,lostA,meanElemA,meanOveralA,obviousA,organizA,organizA_other_,representA,readA,readA_other_,readablA,readablA_other_,seeA,simplA,simplA_other_,understandEasiA,understandQuickA,valuA,valuA_other_,visiblA,BTaskRV,BTaskFCT,BTaskTopic,answerB,answerB_other_,attentionCheckB,clearDataB,clearRepresentB,crowdB,complexB,complexB_other_,confidB,confusB,messiB,messiB_other_,deciphB,deciphB_other_,distinguishB,distractB,distractB_other_,effectB,findB,identifiB,informB,lostB,lostB_other_,meanElemB,meanOveralB,obviousB,organizB,representB,readB,readablB,readablB_other_,seeB,seeB_other_,simplB,understandEasiB,understandQuickB,valuB,visiblB,CTaskFE,CTaskMC,CTaskTopic,CTopicError,CTaskTopicTryAgain,answerC,attentionCheckC,clearDataC,clearRepresentC,clearRepresentC_other_,crowdC,complexC,confidC,confusC,confusC_other_,messiC,deciphC,distinguishC,distinguishC_other_,distractC,distractC_other_,effectC,findC,identifiC,informC,informC_other_,lostC,meanElemC,meanOveralC,obviousC,obviousC_other_,organizC,representC,representC_other_,readC,readC_other_,readablC,seeC,seeC_other_,simplC,understandEasiC,understandQuickC,understandQuickC_other_,valuC,valuC_other_,visiblC,visiblC_other_,DTaskFE,DTaskMC,DTaskTopic,DTopicError,DTaskTopicTryAgain,answerD,attentionCheckD,clearDataD,clearRepresentD,crowdD,crowdD_other_,complexD,complexD_other_,confidD,confidD_other_,confusD,confusD_other_,messiD,deciphD,deciphD_other_,distinguishD,distinguishD_other_,distractD,effectD,effectD_other_,findD,identifiD,identifiD_other_,informD,lostD,meanElemD,meanElemD_other_,meanOveralD,meanOveralD_other_,obviousD,organizD,organizD_other_,representD,representD_other_,readD,readD_other_,readablD,readablD_other_,seeD,simplD,simplD_other_,understandEasiD,understandEasiD_other_,understandQuickD,understandQuickD_other_,valuD,valuD_other_,visiblD,visiblD_other_,interviewtime,CF001Time,colorDeficiencyTime,IntroTime,ATaskRVTime,ATaskFETime,ATaskTopicTime,answerATime,attentionCheckATime,clearDataATime,clearRepresentATime,crowdATime,complexATime,confidATime,confusATime,messiATime,deciphATime,distinguishATime,distractATime,effectATime,findATime,identifiATime,informATime,lostATime,meanElemATime,meanOveralATime,obviousATime,organizATime,representATime,readATime,readablATime,seeATime,simplATime,understandEasiATime,understandQuickATime,valuATime,visiblATime,BTaskRVTime,BTaskFCTTime,BTaskTopicTime,answerBTime,attentionCheckBTime,clearDataBTime,clearRepresentBTime,crowdBTime,complexBTime,confidBTime,confusBTime,messiBTime,deciphBTime,distinguishBTime,distractBTime,effectBTime,findBTime,identifiBTime,informBTime,lostBTime,meanElemBTime,meanOveralBTime,obviousBTime,organizBTime,representBTime,readBTime,readablBTime,seeBTime,simplBTime,understandEasiBTime,understandQuickBTime,valuBTime,visiblBTime,CTaskFETime,CTaskMCTime,CTaskTopicTime,CTopicErrorTime,CTaskTopicTryAgainTime,answerCTime,attentionCheckCTime,clearDataCTime,clearRepresentCTime,crowdCTime,complexCTime,confidCTime,confusCTime,messiCTime,deciphCTime,distinguishCTime,distractCTime,effectCTime,findCTime,identifiCTime,informCTime,lostCTime,meanElemCTime,meanOveralCTime,obviousCTime,organizCTime,representCTime,readCTime,readablCTime,seeCTime,simplCTime,understandEasiCTime,understandQuickCTime,valuCTime,visiblCTime,DTaskFETime,DTaskMCTime,DTaskTopicTime,DTopicErrorTime,DTaskTopicTryAgainTime,answerDTime,attentionCheckDTime,clearDataDTime,clearRepresentDTime,crowdDTime,complexDTime,confidDTime,confusDTime,messiDTime,deciphDTime,distinguishDTime,distractDTime,effectDTime,findDTime,identifiDTime,informDTime,lostDTime,meanElemDTime,meanOveralDTime,obviousDTime,organizDTime,representDTime,readDTime,readablDTime,seeDTime,simplDTime,understandEasiDTime,understandQuickDTime,valuDTime,visiblDTime,ETaskRV,ETaskCl,ETaskTopic,answerE,answerE_other_,attentionCheckE,clearDataE,clearRepresentE,crowdE,complexE,confidE,confusE,messiE,deciphE,distinguishE,distractE,effectE,findE,identifiE,informE,lostE,meanElemE,meanElemE_other_,meanOveralE,obviousE,obviousE_other_,organizE,representE,readE,readablE,seeE,simplE,understandEasiE,understandQuickE,valuE,valuE_other_,visiblE,FTaskRV,FTaskFCT,FTaskTopic,answerF,attentionCheckF,clearDataF,clearRepresentF,crowdF,complexF,confidF,confusF,messiF,deciphF,distinguishF,distractF,effectF,findF,identifiF,informF,lostF,meanElemF,meanOveralF,obviousF,organizF,organizF_other_,representF,readF,readablF,seeF,simplF,understandEasiF,understandQuickF,valuF,visiblF,ETaskRVTime,ETaskClTime,ETaskTopicTime,answerETime,attentionCheckETime,clearDataETime,clearRepresentETime,crowdETime,complexETime,confidETime,confusETime,messiETime,deciphETime,distinguishETime,distractETime,effectETime,findETime,identifiETime,informETime,lostETime,meanElemETime,meanOveralETime,obviousETime,organizETime,representETime,readETime,readablETime,seeETime,simplETime,understandEasiETime,understandQuickETime,valuETime,visiblETime,FTaskRVTime,FTaskFCTTime,FTaskTopicTime,answerFTime,attentionCheckFTime,clearDataFTime,clearRepresentFTime,crowdFTime,complexFTime,confidFTime,confusFTime,messiFTime,deciphFTime,distinguishFTime,distractFTime,effectFTime,findFTime,identifiFTime,informFTime,lostFTime,meanElemFTime,meanOveralFTime,obviousFTime,organizFTime,representFTime,readFTime,readablFTime,seeFTime,simplFTime,understandEasiFTime,understandQuickFTime,valuFTime,visiblFTime,FTopicError,FTaskTopicTryAgain,seeF_other_,FTopicErrorTime,FTaskTopicTryAgainTime,clearDataE_other_,clearRepresentE_other_,complexE_other_,confidE_other_,distinguishE_other_,distractE_other_,effectE_other_,informE_other_,lostE_other_,meanOveralE_other_,organizE_other_,representE_other_,readE_other_,readablE_other_,seeE_other_,simplE_other_,understandEasiE_other_,understandQuickE_other_,visiblE_other_,answerF_other_,clearDataF_other_,complexF_other_,confidF_other_,confusF_other_,messiF_other_,deciphF_other_,distinguishF_other_,findF_other_,lostF_other_,meanOveralF_other_,readF_other_,simplF_other_,understandQuickF_other_,visiblF_other_
191791538175,82,2023-12-20 10:19:22,147,42.0,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),True,True,https://app.prolific.com/,No,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55$,Increasing,Evolution of fruits prices between January and March,Disagree,,Slightly agree,Agree,Strongly agree,Agree,Agree,,Strongly agree,Agree,Agree,,Agree,,Agree,Agree,,Strongly agree,Agree,Agree,Agree,Agree,,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.26,11.82,15.17,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34,16.05,8.08,13.09,11.2,4.68,3.64,5.17,4.31,3.67,7.59,3.83,5.61,4.53,6.17,4.25,3.88,5.82,4.06,3.62,5.25,7.27,5.38,4.49,5.11,3.71,3.97,4.07,5.34,7.78,5.55,3.94,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17275055089,82,2023-12-17 12:16:50,147,34.0,Non-binary (would like to give more detail),Secondary education (e.g. GED/GCSE),True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Slightly agree,Slightly agree,Strongly agree,Strongly agree,,Agree,Agree,Agree,Strongly agree,,Agree,Agree,Agree,,Agree,,Strongly agree,Slightly agree,Agree,Agree,,Strongly agree,Strongly agree,Agree,Agree,,Agree,Strongly agree,,Agree,,Agree,Agree,,Strongly agree,Strongly agree,Slightly agree,,Slightly agree,,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.58,11.29,10.51,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77,11.12,7.44,,,3.75,6.16,4.27,9.99,10.98,4.33,4.76,6.19,10.17,5.03,6.73,3.78,4.23,4.67,4.85,4.8,4.29,8.1,4.23,7.43,4.65,3.89,3.89,5.08,4.47,4.84,4.17,4.5,12.72,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81024395663,82,2023-12-16 07:33:33,147,29.0,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,,Disagree,,Neutral,,Strongly disagree,,Slightly disagree,Disagree,,Disagree,,Disagree,Disagree,,Slightly disagree,Disagree,,Disagree,Disagree,Disagree,,Disagree,,Slightly disagree,Disagree,,Slightly disagree,,Disagree,,Slightly disagree,,Disagree,Slightly disagree,,Disagree,,Disagree,,Slightly disagree,,Slightly disagree,,459.27,12.49,4.99,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.09,25.14,9.76,,,13.8,61.1,11.71,27.59,5.23,5.51,5.2,4.18,8.14,54.96,5.7,5.99,7.46,6.92,12.73,3.72,5.15,11.8,6.63,55.22,3.97,6.24,3.98,5.48,5.83,7.22,10.52,4.89,4.39,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55377213613,82,2023-12-19 14:22:55,147,35.0,Man (including Trans Male/Trans Man),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Strongly agree,Slightly agree,Strongly agree,Strongly agree,,Agree,Agree,Strongly agree,Agree,,Agree,Agree,Agree,,Agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Agree,Agree,Agree,Strongly agree,,Strongly agree,Agree,,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.75,8.04,5.79,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,8.44,16.29,,,4.93,3.93,5.74,11.35,3.21,4.53,3.45,2.43,3.27,4.32,6.0,4.75,2.85,3.96,4.66,2.91,41.7,3.63,3.41,3.92,4.1,3.01,2.62,3.13,7.58,3.15,4.08,3.22,4.43,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46381434995,87,2023-12-20 00:12:24,147,45.0,Woman (including Trans Female/Trans Woman),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Other,please see my previous answer  I'll probably time out if I have to type it again but it said something isn't right here these increments are supposed to be fine tuned Right? Because that's Mbps And you already know that's clear so that's not what's going on in this study LOL right i'm not going crazy here right? ,Agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Other,It just erased my answer and I just spent this time and wrote it out i'm I'm an overthinker and I'm starting to overthink this and I'm probably gonna end up timing out the way I'm seeing it is of course you know already it's clear to see but what are you really asking is my question...Mbps  Even a small tiny increment is a significant difference is that what we're getting out here because it's not labeled by little increment I think that's what we're getting at if not I'm sorry but I've been overthinking this for a little bit now and something isn't right here LOL I think that must be what it is or I'm close  ,Strongly agree,Other,I don't know how to answer the question these are supposed to be fine tuned mbps is a significant difference I'm overthinking it and I'm ruining the study,Strongly agree,,Other,Please see my previous answer if not that isn't the answer then yes strongly agree would be my secondary answer ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Other,please see my previous answer  I'll probably time out if I have to type it again but it said something isn't right here these increments are supposed to be fine tuned Right? Because that's Mbps And you already know that's clear so that's not what's going on in this study LOL right i'm not going crazy here right? ,Strongly agree,Strongly agree,Agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.01,9.42,13.48,36.1,42.59,19.09,17.08,7.91,19.03,77.25,7.57,13.12,227.55,12.08,13.22,74.73,7.22,227.83,8.33,40.04,13.67,26.23,10.23,5.78,76.73,5.68,11.16,4.94,7.03,3.63,14.12,25.15,9.45,4.35,11.96,10.24,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105659619343,82,2023-12-18 12:24:23,147,22.0,Man (including Trans Male/Trans Man),High school diploma/A-levels,True,True,https://app.prolific.com/,No,,1.0,20.76 Mbps,Papua New Guinea,Broadband downloading speed in Oceania,Strongly agree,,Slightly agree,Agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Strongly agree,,Agree,Strongly agree,,Strongly agree,Agree,Strongly agree,,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4,5.13,5.65,10.3,12.45,5.65,7.0,3.84,4.68,4.82,4.4,7.07,4.09,2.84,2.92,2.86,4.1,2.69,3.67,3.93,2.45,2.97,3.72,3.51,4.24,4.22,3.21,3.84,3.39,2.58,2.82,4.03,2.42,2.51,4.43,3.06,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30290649745,82,2023-12-17 21:39:42,147,31.0,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housing,True,Average distribution of European households’ spendings,,,Slightly disagree,Slightly agree,Strongly disagree,Disagree,Neutral,,Disagree,,Neutral,,Slightly disagree,,Disagree,Disagree,,Strongly disagree,,Strongly disagree,Disagree,,Slightly disagree,Disagree,,Disagree,Neutral,Disagree,,Disagree,,Slightly agree,Disagree,,Disagree,,Disagree,,Slightly disagree,,Disagree,Strongly disagree,,Disagree,,Strongly disagree,,Disagree,,Disagree,,584.19,8.84,19.85,29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.67,49.05,24.01,,,8.88,13.99,5.94,5.82,20.06,11.61,9.97,15.38,7.33,17.6,11.52,6.93,7.38,93.0,7.39,5.07,19.04,10.04,7.01,33.09,11.02,7.62,8.91,13.38,20.08,4.8,5.05,8.25,11.42,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206468057348,82,2023-12-22 13:32:15,147,54.0,Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Agree,Slightly agree,Agree,Agree,,Slightly agree,Agree,Strongly agree,Agree,,Strongly agree,Agree,Agree,,Agree,,Strongly agree,Agree,Agree,Strongly agree,,Agree,Agree,Agree,Agree,,Strongly agree,Strongly agree,,Strongly agree,,Strongly agree,Agree,,Strongly agree,Strongly agree,Agree,,Agree,,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.31,14.37,13.16,24.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.02,16.6,19.7,,,9.18,20.97,7.61,6.91,8.99,7.84,6.4,6.98,31.62,8.9,13.01,9.35,10.15,7.13,6.72,10.06,8.78,8.12,6.95,6.65,9.82,7.71,6.34,8.13,11.17,6.86,6.06,7.18,7.75,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105607233216,82,2023-12-18 12:27:33,147,31.0,Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),True,True,https://app.prolific.com/,No,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55$,Increasing,Evolution of fruits prices between January and March,Strongly agree,,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,,Agree,Agree,Slightly agree,,Agree,,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,,Agree,Strongly agree,Strongly agree,Slightly agree,Agree,Agree,Slightly agree,,Slightly agree,,Slightly agree,Agree,Agree,Agree,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.85,21.33,13.35,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.99,13.74,19.03,11.52,6.52,8.58,23.06,7.98,5.95,18.11,4.47,6.54,21.65,9.91,4.47,9.1,10.38,7.44,3.56,56.3,6.65,5.56,4.94,6.43,37.33,5.07,8.19,6.56,4.67,3.58,4.05,4.8,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152835723118,82,2023-12-15 17:16:24,147,51.0,Man (including Trans Male/Trans Man),Technical/community college,True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Strongly agree,Slightly agree,Agree,Strongly agree,,Strongly agree,Agree,Strongly agree,Strongly agree,,Strongly agree,Agree,Agree,,Agree,,Agree,Slightly agree,Agree,Agree,,Agree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,,Agree,,Agree,Agree,,Agree,Strongly agree,Strongly agree,,Strongly agree,,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.11,100.43,20.29,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.46,35.81,14.39,,,13.6,13.86,12.03,23.68,27.11,41.98,13.74,9.88,11.47,10.39,28.41,29.61,17.08,17.57,30.64,9.47,9.68,8.87,7.56,6.2,6.63,24.5,5.95,19.92,14.31,8.99,9.65,7.92,20.41,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43802366125,82,2023-12-21 21:14:17,147,19.0,Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),True,True,https://app.prolific.com/,No,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55$,Increasing,Evolution of fruits prices between January and March,Strongly agree,,Slightly agree,Strongly agree,Agree,Agree,Strongly agree,,Agree,Agree,Agree,,Agree,,Agree,Agree,,Agree,Agree,Agree,Agree,Strongly agree,,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.94,31.03,22.64,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.09,19.01,12.82,4.79,5.33,4.32,4.41,5.11,11.48,28.03,3.24,5.1,4.47,5.5,4.43,3.85,5.22,3.86,4.71,4.16,5.04,4.27,3.77,4.75,4.33,3.04,3.6,3.8,4.75,3.61,3.95,2.87,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129729312031,82,2023-12-19 18:09:31,147,47.0,Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),True,True,https://app.prolific.com/,No,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,more from China,Distribution of students enrolled in an online program,,,Agree,Slightly agree,Strongly agree,Agree,,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,,Slightly agree,Slightly disagree,Agree,,Agree,,Agree,Agree,Agree,Agree,,Slightly agree,Strongly agree,Strongly agree,Strongly agree,,Agree,Slightly agree,,Strongly agree,,Strongly agree,Slightly agree,,Strongly agree,Strongly agree,Agree,,Slightly agree,,Slightly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.06,5.63,11.78,36.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.94,16.69,15.27,,,6.85,6.25,9.15,5.87,12.61,22.29,5.27,25.67,7.65,16.72,13.89,18.79,4.98,37.96,7.74,5.7,6.45,5.19,5.97,4.05,5.03,7.16,4.66,12.54,18.22,54.06,25.2,5.38,6.91,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
